INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
288208646,06/08/2024,19:20:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,25-44,M,BLACK,18-24,M,WHITE HISPANIC,1000622,235883,40.814104882666705,-73.94085393110794,POINT (-73.94085393110794 40.814104882666705)
287313994,05/22/2024,20:20:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1007096,242091,40.831129707342384,-73.91744460418215,POINT (-73.91744460418215 40.831129707342384)
285958028,04/26/2024,01:16:00,MANHATTAN,OUTSIDE,26,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,18-24,M,BLACK,996894,236589,40.816049,-73.954319,POINT (-73.954319 40.816049)
282117921,02/12/2024,16:32:00,BRONX,INSIDE,44,1,TRANSIT,(null),N,<18,M,BLACK,25-44,F,WHITE HISPANIC,1007839,246906,40.844343526095244,-73.91474279614735,POINT (-73.91474279614735 40.844343526095244)
287998198,03/15/2024,22:16:00,MANHATTAN,OUTSIDE,28,0,STREET,(null),N,45-64,M,BLACK,45-64,M,BLACK,998100,233193,40.806726,-73.949968,POINT (-73.949968 40.806726)
289050198,06/24/2024,22:40:00,BROOKLYN,OUTSIDE,81,0,PLAYGROUND,(null),N,(null),(null),(null),18-24,M,BLACK,1003004,191419,40.69206,-73.93237,POINT (-73.93237 40.69206)
283885166,03/17/2024,00:50:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK HISPANIC,1007951,241445,40.829355,-73.914355,POINT (-73.914355 40.829355)
280107188,01/06/2024,13:53:00,BROOKLYN,OUTSIDE,72,0,STREET,(null),N,45-64,M,WHITE HISPANIC,45-64,M,BLACK,980701,177837,40.6548,-74.01279,POINT (-74.01279 40.6548)
284274405,03/24/2024,19:20:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),Y,(null),(null),(null),18-24,F,BLACK,1001963,233039,40.806296307097966,-73.9360168931391,POINT (-73.9360168931391 40.806296307097966)
285757885,04/22/2024,23:05:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),N,45-64,M,BLACK,25-44,M,BLACK,951625,171358,40.63695459091238,-74.11754937021571,POINT (-74.11754937021571 40.63695459091238)
285380961,04/15/2024,03:16:00,BRONX,INSIDE,41,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,(null),(null),(null),25-44,M,BLACK,1015284,240356,40.826345,-73.887864,POINT (-73.887864 40.826345)
286764294,05/12/2024,00:12:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),Y,(null),(null),(null),18-24,M,BLACK,1008238,178970,40.657877,-73.91354,POINT (-73.91354 40.657877)
281933972,02/08/2024,19:06:00,MANHATTAN,OUTSIDE,14,0,STREET,(null),N,<18,M,WHITE HISPANIC,25-44,F,WHITE HISPANIC,987952,214356,40.75503340159596,-73.98663788428713,POINT (-73.98663788428713 40.75503340159596)
280894361,01/21/2024,22:15:00,BRONX,INSIDE,44,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1007306,244828,40.838642,-73.916673,POINT (-73.916673 40.838642)
279800218,01/01/2024,08:15:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,45-64,M,BLACK,45-64,M,BLACK,1011437,186306,40.678004,-73.901983,POINT (-73.901983 40.678004)
283920709,03/05/2024,01:00:00,BRONX,INSIDE,44,0,DWELLING,MULTI DWELL - APT BUILD,Y,45-64,M,BLACK,25-44,M,BLACK,1003462,242605,40.832551,-73.930574,POINT (-73.930574 40.832551)
283570840,03/11/2024,01:03:00,BROOKLYN,OUTSIDE,81,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1002496,192024,40.693722,-73.934201,POINT (-73.934201 40.693722)
285883381,04/24/2024,15:00:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1000913,238269,40.820654,-73.939794,POINT (-73.939794 40.820654)
281893084,02/08/2024,10:45:00,BRONX,OUTSIDE,50,0,STREET,(null),Y,45-64,M,BLACK,25-44,M,WHITE HISPANIC,1011141,255864,40.868923,-73.902772,POINT (-73.902772 40.868923)
282767547,02/24/2024,14:59:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1009389,180649,40.662483,-73.909388,POINT (-73.909388 40.662483)
287542649,05/27/2024,10:10:00,BROOKLYN,INSIDE,70,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK,25-44,F,BLACK,996061,168093,40.628046,-73.95745,POINT (-73.95745 40.628046)
281798377,02/06/2024,12:02:00,BRONX,OUTSIDE,42,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1010948,243509,40.8350109026073,-73.90351953716879,POINT (-73.90351953716879 40.8350109026073)
285625883,04/19/2024,20:18:00,QUEENS,OUTSIDE,103,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1041726,192894,40.695941,-73.792727,POINT (-73.792727 40.695941)
285203894,04/11/2024,14:54:00,BROOKLYN,OUTSIDE,70,0,STREET,(null),N,18-24,M,BLACK,18-24,M,BLACK,991549,169019,,,
282117921,02/12/2024,16:32:00,BRONX,INSIDE,44,1,TRANSIT,(null),Y,<18,M,BLACK,25-44,M,BLACK,1007839,246906,40.844343526095244,-73.91474279614735,POINT (-73.91474279614735 40.844343526095244)
286523177,05/07/2024,14:26:00,MANHATTAN,OUTSIDE,1,0,STREET,(null),Y,25-44,M,BLACK,<18,M,BLACK,982817,203638,40.725616,-74.005167,POINT (-74.005167 40.725616)
281650925,02/03/2024,16:19:00,BRONX,OUTSIDE,42,0,STREET,(null),N,18-24,M,WHITE HISPANIC,18-24,M,BLACK,1011255,241480,40.829443,-73.902415,POINT (-73.902415 40.829443)
280500173,01/13/2024,23:59:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,<18,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1006957,255000,40.866564,-73.9179,POINT (-73.9179 40.866564)
284155823,03/21/2024,22:33:00,QUEENS,OUTSIDE,113,0,STREET,(null),Y,(null),(null),(null),18-24,M,BLACK,1049436,188454,40.6837,-73.764966,POINT (-73.764966 40.6837)
288607693,06/15/2024,05:45:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK HISPANIC,1009059,180294,40.661509,-73.910577,POINT (-73.910577 40.661509)
287123515,05/17/2024,21:33:00,MANHATTAN,OUTSIDE,20,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,988187,220870,40.772915,-73.985785,POINT (-73.985785 40.772915)
280568175,01/15/2024,14:48:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,999575,236782,40.816576,-73.944633,POINT (-73.944633 40.816576)
286523176,05/07/2024,23:23:00,MANHATTAN,OUTSIDE,20,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,<18,M,BLACK,987539,221023,40.773335,-73.988123,POINT (-73.988123 40.773335)
289050197,06/24/2024,15:13:00,QUEENS,OUTSIDE,114,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),<18,M,BLACK,999925,214506,40.755434,-73.943421,POINT (-73.943421 40.755434)
286327548,05/02/2024,23:51:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,<18,M,BLACK,25-44,M,BLACK,1007644,180597,40.662345,-73.915676,POINT (-73.915676 40.662345)
281577208,02/02/2024,12:02:00,BRONX,OUTSIDE,43,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,1020568,239896,40.825062,-73.868772,POINT (-73.868772 40.825062)
288434702,06/12/2024,22:56:00,BRONX,OUTSIDE,48,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1014905,245093,40.839347,-73.889209,POINT (-73.889209 40.839347)
286513376,05/07/2024,21:14:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,F,BLACK,1006671,241120,40.828466,-73.918981,POINT (-73.918981 40.828466)
288613939,06/16/2024,21:40:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK HISPANIC,1002723,249769,40.85221379882867,-73.93322554634004,POINT (-73.93322554634004 40.85221379882867)
283883225,03/16/2024,06:50:00,QUEENS,OUTSIDE,100,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,1039777,155013,40.59198,-73.800066,POINT (-73.800066 40.59198)
283711012,03/13/2024,11:14:00,BROOKLYN,OUTSIDE,73,0,STREET,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK,25-44,M,BLACK,1009450,182401,40.66729,-73.909161,POINT (-73.909161 40.66729)
281798379,02/06/2024,23:30:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK,1017027,181266,40.664149311957004,-73.8818548191582,POINT (-73.8818548191582 40.664149311957004)
287497159,05/25/2024,18:01:00,QUEENS,OUTSIDE,102,0,STREET,(null),N,(null),(null),(null),45-64,M,WHITE HISPANIC,1030953,194101,40.69932415739,-73.831570887672,POINT (-73.831570887672 40.69932415739)
279863276,01/02/2024,14:57:00,BRONX,OUTSIDE,45,0,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1032217,239443,40.823762,-73.826686,POINT (-73.826686 40.823762)
286397104,05/04/2024,01:25:00,QUEENS,OUTSIDE,102,0,COMMERCIAL,BAR/NIGHT CLUB,Y,(null),(null),(null),25-44,M,BLACK,1029424,191245,40.691487,-73.837101,POINT (-73.837101 40.691487)
285449093,04/16/2024,18:10:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1007885,246405,40.84297,-73.914577,POINT (-73.914577 40.84297)
287437075,05/25/2024,01:08:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),18-24,F,BLACK,1006119,181462,40.664723,-73.921169,POINT (-73.921169 40.664723)
289124109,06/26/2024,00:34:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1000301,234255,40.809638,-73.942015,POINT (-73.942015 40.809638)
280894363,01/21/2024,02:30:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1005201,253699,40.862996,-73.924253,POINT (-73.924253 40.862996)
283883226,03/16/2024,19:18:00,QUEENS,OUTSIDE,113,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1046640,184405,40.672608,-73.775084,POINT (-73.775084 40.672608)
280107187,01/06/2024,14:02:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,999009,171975,40.638698,-73.946819,POINT (-73.946819 40.638698)
282291421,02/14/2024,19:57:00,BRONX,INSIDE,46,0,DWELLING,MULTI DWELL - APT BUILD,N,<18,M,BLACK HISPANIC,<18,M,BLACK HISPANIC,1010817,251321,40.856454,-73.90396,POINT (-73.90396 40.856454)
288208647,06/08/2024,21:31:00,QUEENS,INSIDE,102,0,DWELLING,PVT HOUSE,Y,25-44,M,ASIAN / PACIFIC ISLANDER,25-44,M,ASIAN / PACIFIC ISLANDER,1030162,191193,40.69134,-73.83444,POINT (-73.83444 40.69134)
281250472,01/27/2024,20:40:00,QUEENS,OUTSIDE,113,0,STREET,(null),N,(null),(null),(null),25-44,F,BLACK,1042217,185109,40.67457,-73.791022,POINT (-73.791022 40.67457)
286656750,05/09/2024,21:48:00,QUEENS,OUTSIDE,105,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1053792,186759,40.67901387104007,-73.74927869533099,POINT (-73.74927869533099 40.67901387104007)
284584434,03/30/2024,20:50:00,BRONX,OUTSIDE,46,0,STREET,(null),Y,18-24,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC,1013076,252524,40.85974771441924,-73.89579068278967,POINT (-73.89579068278967 40.85974771441924)
289111775,06/25/2024,13:25:00,BRONX,OUTSIDE,42,0,STREET,BEAUTY/NAIL SALON,N,(null),(null),(null),<18,M,WHITE HISPANIC,1013460,241082,40.828342,-73.89445,POINT (-73.89445 40.828342)
288434051,06/12/2024,22:20:00,BROOKLYN,OUTSIDE,76,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,<18,M,BLACK,45-64,M,BLACK,987086,188344,40.683637,-73.989774,POINT (-73.989774 40.683637)
285094095,04/10/2024,03:20:00,MANHATTAN,INSIDE,23,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,45-64,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,1000654,228899,40.794936,-73.940753,POINT (-73.940753 40.794936)
288732339,06/18/2024,20:45:00,BRONX,OUTSIDE,42,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1010967,238733,40.821903,-73.903466,POINT (-73.903466 40.821903)
282033298,02/10/2024,05:10:00,BRONX,INSIDE,52,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,BLACK HISPANIC,25-44,F,BLACK HISPANIC,1015796,257648,40.873803,-73.885931,POINT (-73.885931 40.873803)
288365031,06/11/2024,19:25:00,QUEENS,OUTSIDE,113,0,STREET,(null),N,25-44,M,BLACK,18-24,M,BLACK,1050780,183014,40.668758,-73.760172,POINT (-73.760172 40.668758)
288607689,06/15/2024,16:30:00,BRONX,OUTSIDE,43,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1016981,242160,40.83128799071076,-73.88172426202638,POINT (-73.88172426202638 40.83128799071076)
282063848,02/11/2024,18:08:00,BROOKLYN,INSIDE,75,0,COMMERCIAL,GROCERY/BODEGA,N,25-44,M,WHITE HISPANIC,45-64,M,BLACK HISPANIC,1015089,182929,40.668723,-73.888832,POINT (-73.888832 40.668723)
284584433,03/31/2024,04:20:00,BRONX,INSIDE,48,0,COMMERCIAL,GROCERY/BODEGA,Y,25-44,M,BLACK,25-44,M,BLACK,1015722,246426,40.843004,-73.886251,POINT (-73.886251 40.843004)
285004478,04/08/2024,23:00:00,BROOKLYN,INSIDE,73,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),<18,M,BLACK,1006641,185717,40.676401,-73.919276,POINT (-73.919276 40.676401)
285137847,04/10/2024,15:01:00,MANHATTAN,OUTSIDE,25,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,18-24,F,BLACK,1003280,229886,40.79763944992671,-73.93126854853195,POINT (-73.93126854853195 40.79763944992671)
281975469,02/09/2024,06:40:00,QUEENS,OUTSIDE,104,0,COMMERCIAL,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,1009124,195901,40.704345,-73.910285,POINT (-73.910285 40.704345)
284444369,03/27/2024,13:12:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1000374,189791,40.687596,-73.941859,POINT (-73.941859 40.687596)
